asOfDate,symbol,Sector,DilutedEPS,ROA,ROE,P/B Ratio,P/S Ratio,Net Profit Margin,Gross Profit Margin,Operating Margin,LTDTA Ratio,Quick Ratio,Cash Ratio,Enterprise Multiple,Operating Cash Flow Ratio,PE_Ratio,DE_Ratio,log re,price
2018-03-31,ACL.JO,Basic Materials,-2.159917432914244,10.998088925426844,36.71986117407106,0.5175000394124245,0.1051172725417328,8.938284470550872,40.42232531227592,4.214429732365721,0.0806404250776226,0.4070158539589236,0.1774898729077698,-1.160668947558286,-0.8234871179339638,0.2176746688504947,2.49554517213559,5.356586274672012,212.0
2018-06-30,ACL.JO,Basic Materials,-0.310757815725277,7.207726163570322,19.7974335556529,0.5018443474168288,0.098931455662869,5.825788487612021,42.52223036504905,5.093002653158689,0.079908963642167,0.4267063766589225,0.1743142681897436,0.2577000270179186,1.0190496090058203,0.5232643686780057,2.319039025429317,5.786897381366708,326.0
2018-09-30,ACL.JO,Basic Materials,0.8339749296303253,5.123601560186713,13.212622073449342,0.484961669455766,0.0912458805457517,3.841515011749242,43.69655468510561,5.754817580393509,0.0845289853121313,0.4400414210985313,0.1713886867564079,1.1992990180991656,2.697823446244506,0.7080516795088805,2.3486614334932767,5.82600010738045,339.0
2018-12-31,ACL.JO,Basic Materials,1.25,4.796918767507004,17.20889335510614,0.467018281371687,0.0821206992534346,3.0260193488536467,43.917038476829966,6.188982639042276,0.0945378151260504,0.4467686961170888,0.1687495823030141,1.6458510810016096,4.191581215332582,0.768,2.5874890089184777,5.817111159963204,336.0
2019-03-31,ACL.JO,Basic Materials,0.9518633890035656,6.177886974770349,31.356836886312976,0.4484385945517818,0.0718008888003067,3.35919352175366,43.209766722155685,6.393429031042752,0.1095434211702656,0.4469558659652983,0.1664450527179035,1.6036744197359951,5.473839335594372,0.7058474436181328,3.023557374373254,5.484796933490655,241.0
2019-06-30,ACL.JO,Basic Materials,-0.0586208294239063,9.284195968883823,55.9574083229068,0.4286203923085506,0.0599656722157167,4.833294308392429,41.566546402935145,6.378642974391752,0.1299590843214657,0.4407157339724543,0.1643936602977001,1.0793468301039142,6.590323521936034,0.5215355526924581,3.668028263808712,5.365976015021851,214.0
2019-09-30,ACL.JO,Basic Materials,-1.8049565772189904,14.172530723184169,91.35189258862748,0.4075294622289994,0.0465686160774258,7.486019764410324,38.956612105151976,6.137281792562344,0.1559586165625545,0.4278351714698485,0.162604645143482,0.0569009430844769,7.535066219229368,0.2110377388058262,4.527649433686291,4.77912349311153,119.0
2019-12-31,ACL.JO,Basic Materials,-4.28,20.81830728818841,137.3274596182085,0.3853778220264317,0.0317319537639349,11.3075230333954,35.392837279036584,5.6682707421468805,0.187346956947598,0.4083468395461912,0.1611021069692058,-1.4605918721137636,8.294792848372092,-0.2242990654205607,5.59647577092511,4.23410650459726,69.0
2017-12-31,ACT.JO,Healthcare,0.3712935871000842,7.038788080035006,10.964672619662032,0.9656754511065158,0.6098687786433382,5.2054057879650895,76.66200324206781,23.928929189751496,-0.0144285193228411,2.1726462782286218,0.649147675976908,9.89663752092738,9.638029921164902,10.82634204598461,0.1681570937677343,6.178690756134348,482.3600158691406
2018-03-31,ACT.JO,Healthcare,0.4235325153073083,7.862372040063525,12.344826135153667,0.8931478648574337,0.5615098588216371,5.791747671439837,76.8014761905997,24.444275984941243,-0.0108023270716947,2.166927048920861,0.6294356149468103,8.479334024432498,8.398874139603285,8.945324069044833,0.1632223272758863,6.073156402190395,434.0485534667969
