,Model_Name,Sector,Ticker,Model_Order,Score
0,"ARIMA(0, 2, 3)",,SYG.JO,"(0, 2, 3)",0.0072372693869314
0,"ARIMA(1, 0, 1)",,SYG.JO,"(1, 0, 1)",0.011536285802524318
0,"ARIMA(0, 1, 1)",,ETFSAP.JO,"(0, 1, 1)",492.0500187773634
0,"ARIMA(3, 2, 2)",,STXGOV.JO,"(3, 2, 2)",0.00011230476746804108
0,"ARIMA(1, 1, 0)",,GIVISA.JO,"(1, 1, 0)",41.15705964811008
